,id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position
229,846,2022-09-06 18:28:35.370785+00:00,,t,local,22A,72272480982952663,648518346500988777,[  8009 113955   2279]
230,848,2022-09-06 18:28:35.395214+00:00,,t,local,9A,73256818902188201,648518346489787479,[36640 88944  2558]
231,850,2022-09-06 18:28:35.420355+00:00,,t,"ascending, intersegmental",7B,73186243865033552,648518346503970977,[33216 83224  2234]
232,852,2022-09-06 18:28:35.445767+00:00,,t,ascending,19A,72272412196238603,648518346495277494,[  7536 112064   2128]
233,854,2022-09-06 18:28:35.469513+00:00,,t,intersegmental,19A,72413011977396225,648518346521506809,[ 10680 107848   1651]
234,856,2022-09-06 18:28:35.493297+00:00,,t,local,13B,73468131695134022,648518346492416127,[42479 94240  3213]
235,858,2022-09-06 18:28:35.518340+00:00,,t,local,22A,72272549568189279,648518346524122629,[  6994 114893   2038]
236,860,2022-09-06 18:28:35.544090+00:00,,t,intersegmental,,73892472987914100,648518346492565119,[ 53896 159480    432]
237,862,2022-09-06 18:28:35.570513+00:00,,t,intersegmental,23B,73046743327482817,648518346495799458,[ 30021 119100   2306]
238,864,2022-09-06 18:28:35.598222+00:00,,t,local,22A,72272549635399037,648518346503120371,[  7136 114912   2169]
239,866,2022-09-06 18:28:35.623757+00:00,,t,local,1B,72413218940885774,648518346475537024,[ 11215 114221   3133]
240,868,2022-09-06 18:28:35.647340+00:00,,t,intersegmental,10B,73116081614839078,648518346490436956,[32704 89536  2865]
241,870,2022-09-06 18:28:35.671621+00:00,,t,local,1B,72553956697733514,648518346502378579,[ 15136 114440   3615]
242,872,2022-09-06 18:28:35.697835+00:00,,t,"ascending, intersegmental",10B-like,74034516414721034,648518346486865889,[ 57592 197456    961]
243,874,2022-09-06 18:28:35.724045+00:00,,t,local,8A,72834468930661848,648518346480822749,[24424 84216  2346]
244,876,2022-09-06 18:28:35.751374+00:00,,t,local,21A,72272686939920501,648518346492104815,[  6761 119842   1826]
245,878,2022-09-06 18:28:35.778054+00:00,,t,local,14A,73327669286500891,648518346488261150,[ 37094 103570   3712]
246,880,2022-09-06 18:28:35.803604+00:00,,t,"ascending, intersegmental",10B,73327394005936722,648518346515315271,[37522 94523  2926]
247,882,2022-09-06 18:28:35.828288+00:00,,t,local,13B,73397694231856313,648518346500414524,[39626 93012  3261]
248,791,2022-09-06 18:28:34.491223+00:00,,t,local,22A,72342918916357523,648518346482309524,[  9688 115176   3193]
249,793,2022-09-06 18:28:34.517342+00:00,,t,local,1B,72554025417256930,648518346499393886,[ 14864 115688   3625]
250,795,2022-09-06 18:28:34.542403+00:00,,t,intersegmental,9A,73327050274206412,648518346489764403,[37608 84496  2641]
251,797,2022-09-06 18:28:34.732244+00:00,,t,local,9A,73327187646058713,648518346494814635,[37216 88088  2472]
252,799,2022-09-06 18:28:34.760658+00:00,,t,local,8A,72975343723479309,648518346501177500,[28248 88088  2058]
253,801,2022-09-06 18:28:34.787032+00:00,,t,local,14A,73397763085622241,648518346486973436,[40105 95945  3557]
254,803,2022-09-06 18:28:34.813949+00:00,,t,local,21A,72342918178205995,648518346505055110,[  8473 115160   1773]
255,805,2022-09-06 18:28:34.839544+00:00,,t,intersegmental,0A/0B,73257850432309893,648518346491215992,[ 35193 120315   3935]
256,807,2022-09-06 18:28:34.863947+00:00,,t,local,8A,72975137565347898,648518346484746829,[28080 83072  2106]
257,809,2022-09-06 18:28:34.889207+00:00,,t,"ascending, intersegmental",10B,72906212668281948,648518346517772136,[ 26256 126944   3480]
258,811,2022-09-06 18:28:34.915945+00:00,,t,local,21A,72272549500919691,648518346492595641,[  7656 115976   1818]
259,813,2022-09-06 18:28:34.941965+00:00,,t,"ascending, intersegmental",18B,73540423108634341,648518346473080420,[ 43840 152624    431]
260,815,2022-09-06 18:28:34.967392+00:00,,t,local,20A,72483725392533175,648518346493419292,[ 14256 116976   3610]
261,817,2022-09-06 18:28:34.992753+00:00,,t,local,12B/6A,73398656505894708,648518346517586756,[ 39128 122224   3665]
262,819,2022-09-06 18:28:35.019049+00:00,,t,local,9A,73186518877214899,648518346492304255,[33080 91088  2512]
263,821,2022-09-06 18:28:35.044799+00:00,,t,"ascending, intersegmental",,72906075229525548,648518346509763459,[ 26381 122824   3523]
264,823,2022-09-06 18:28:35.075817+00:00,,t,"ascending, intersegmental",10B,73186587865015110,648518346501389453,[34768 92792  2998]
265,825,2022-09-06 18:28:35.102897+00:00,,t,local,14A,73327944164338100,648518346504946035,[ 37084 111802   3667]
266,827,2022-09-06 18:28:35.127559+00:00,,t,intersegmental,0A/0B,73329317748419658,648518346492140076,[ 37832 151600   2072]
267,829,2022-09-06 18:28:35.151997+00:00,,t,local,,72553199843891727,648518346479396796,[15544 91680  1905]
268,831,2022-09-06 18:28:35.178025+00:00,,t,local,3A,72413424898185867,648518346501071209,[ 11208 119136   2800]
269,833,2022-09-06 18:28:35.204505+00:00,,t,local,13B,73327394274412520,648518346494033294,[37352 94224  3444]
270,835,2022-09-06 18:28:35.231905+00:00,,t,intersegmental,12B/6A,72554162789181553,648518346489847311,[ 16080 120808   3534]
271,837,2022-09-06 18:28:35.258913+00:00,,t,intersegmental,,73046056803617380,648518346491126817,[29504 99096  3576]
272,839,2022-09-06 18:28:35.284157+00:00,,t,local,9A,73186450157666968,648518346514141918,[33856 89224  2473]
273,841,2022-09-06 18:28:35.309432+00:00,,t,local,1B,72624394161604614,648518346465128053,[ 16520 115216   3701]
274,843,2022-09-06 18:28:35.334835+00:00,,t,intersegmental,10B,73186519078589427,648518346514384583,[34624 90512  2910]
275,845,2022-09-06 18:28:35.358340+00:00,,t,"ascending, intersegmental",10B,73186656517547292,648518346497151640,[33456 94904  2907]
276,847,2022-09-06 18:28:35.383144+00:00,,t,local,13B,73538363067819759,648518346489789015,[44796 90971  3380]
277,849,2022-09-06 18:28:35.407934+00:00,,t,local,4B,73046469321450170,648518346486824881,[ 30032 110968   3850]
278,851,2022-09-06 18:28:35.433220+00:00,,t,local,13B,73608731812007582,648518346496315594,[46256 91040  3390]
279,853,2022-09-06 18:28:35.458056+00:00,,t,local,9A,73327050207028316,648518346487498387,[37256 84616  2482]
280,855,2022-09-06 18:28:35.481686+00:00,,t,local,13A,72905112955492270,648518346490002636,[26444 92678  3149]
281,857,2022-09-06 18:28:35.505936+00:00,,t,intersegmental,7B,72765475112851649,648518346515421767,[ 22351 124990   3348]
282,859,2022-09-06 18:28:35.531238+00:00,,t,local,9A,73186381438247371,648518346485925758,[34556 87932  2481]
283,861,2022-09-06 18:28:35.557283+00:00,,t,local,8A,73045506242452432,648518346481651905,[28960 82640  1992]
284,863,2022-09-06 18:28:35.584361+00:00,,t,intersegmental,1A,73538431049107004,648518346486345888,[43016 93752  1967]
285,865,2022-09-06 18:28:35.611223+00:00,,t,local,22A,72272412263453424,648518346509963578,[  7881 112217   2272]
286,867,2022-09-06 18:28:35.635878+00:00,,t,local,13B,73538431720041083,648518346480645078,[44999 92181  3213]
287,869,2022-09-06 18:28:35.659590+00:00,,t,intersegmental,19A,72272480781412989,648518346498429489,[  8168 113328   1885]
288,871,2022-09-06 18:28:35.684746+00:00,,t,intersegmental,9A,73326912700992866,648518346497895015,[37301 80534  2344]
289,873,2022-09-06 18:28:35.711186+00:00,,t,local,11B,72553475661402779,648518346475413089,[15408 99208  3658]
290,875,2022-09-06 18:28:35.737684+00:00,,t,"ascending, intersegmental",10B,73398931383698876,648518346499897667,[ 39872 129344   3615]
291,877,2022-09-06 18:28:35.764224+00:00,,t,intersegmental,12A,72413355574747200,648518346490365448,[ 12030 117900   1646]
292,879,2022-09-06 18:28:35.790889+00:00,,t,local,13A,72412600465802124,648518346490196954,[11400 96032  3201]
293,881,2022-09-06 18:28:35.815339+00:00,,t,"ascending, intersegmental",10B-like,73189610314091662,648518346504983155,[ 33904 182952    698]
294,883,2022-09-06 18:28:35.840460+00:00,,t,local,21A,72342918245534267,648518346486141124,[  8864 116328   1919]
